txt,vertices,boundBox,slopes,font,word_len,direction,center_point,Label,img_path,idx,type
THE,"[(743, 150), (743, 223), (713, 224), (712, 151)]","{'Width': 31, 'Height': 74, 'Left': 712, 'Top': 150}","(1000.0, 0.033, -73.0, 0.032)",30.51639344,73.0034245,vertical,"(727.75, 187.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,570,test
Funny,"[(2507, 498), (2503, 612), (2470, 611), (2474, 497)]","{'Width': 37, 'Height': 115, 'Left': 2470, 'Top': 497}","(28.5, -0.03, 28.5, -0.03)",33.01514804,114.0701539,vertical,"(2488.5, 554.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1280,test
DUDEN,"[(1173, 194), (1272, 194), (1272, 218), (1173, 218)]","{'Width': 99, 'Height': 24, 'Left': 1173, 'Top': 194}","(-0.0, 1000.0, 0.0, 1000.0)",24.0,99.0,horizontal,"(1222.5, 206.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,541,test
Baina,"[(1422, 993), (1340, 991), (1341, 962), (1423, 964)]","{'Width': 83, 'Height': 31, 'Left': 1340, 'Top': 962}","(-0.024, 29.0, -0.024, 29.0)",29.01723626,82.02438662,horizontal,"(1381.5, 977.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,129,test
LITTLE,"[(410, 466), (433, 466), (433, 474), (410, 474)]","{'Width': 23, 'Height': 8, 'Left': 410, 'Top': 466}","(-0.0, 1000.0, 0.0, 1000.0)",8.0,23.0,horizontal,"(421.5, 470.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,698,test
OF,"[(651, 116), (650, 130), (642, 130), (643, 116)]","{'Width': 9, 'Height': 14, 'Left': 642, 'Top': 116}","(14.0, 0.0, 14.0, -0.0)",8.0,14.03566885,vertical,"(646.5, 123.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,979,test
SETTING,"[(228, 936), (231, 1130), (196, 1130), (193, 936)]","{'Width': 38, 'Height': 194, 'Left': 193, 'Top': 936}","(-64.667, 0.0, -64.667, -0.0)",35.0,194.0231945,vertical,"(212.0, 1033.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1002,test
POE,"[(3036, 1244), (3072, 1247), (3071, 1259), (3035, 1256)]","{'Width': 37, 'Height': 15, 'Left': 3035, 'Top': 1244}","(-0.083, 12.0, -0.083, 12.0)",12.04159458,36.12478374,horizontal,"(3053.5, 1251.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1332,test
FAVREAUS,"[(1047, 229), (1124, 229), (1124, 243), (1047, 243)]","{'Width': 77, 'Height': 14, 'Left': 1047, 'Top': 229}","(-0.0, 1000.0, 0.0, 1000.0)",14.0,77.0,horizontal,"(1085.5, 236.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,535,test
PA3E2,"[(465, 35), (466, 81), (451, 81), (450, 35)]","{'Width': 16, 'Height': 46, 'Left': 450, 'Top': 35}","(-46.0, 0.0, -46.0, -0.0)",15.0,46.01086828,vertical,"(458.0, 58.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,600,test
Thing,"[(528, 239), (518, 295), (491, 290), (501, 234)]","{'Width': 37, 'Height': 61, 'Left': 491, 'Top': 234}","(5.6, -0.185, 5.6, -0.185)",27.45906044,56.88585061,vertical,"(509.5, 264.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,560,test
T.,"[(514, 199), (516, 214), (503, 216), (500, 201)]","{'Width': 16, 'Height': 17, 'Left': 500, 'Top': 199}","(-7.5, 0.154, -5.0, 0.143)",13.64754103,15.21490225,vertical,"(508.25, 207.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,468,test
A,"[(1284, 647), (1285, 658), (1266, 660), (1265, 649)]","{'Width': 20, 'Height': 13, 'Left': 1265, 'Top': 647}","(-11.0, 0.105, -11.0, 0.105)",19.10497317,11.04536102,vertical,"(1275.0, 653.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,112,test
RUDSON,"[(65, 337), (70, 383), (43, 385), (38, 340)]","{'Width': 32, 'Height': 48, 'Left': 38, 'Top': 337}","(-9.2, 0.074, -9.0, 0.111)",27.12006408,45.77393345,vertical,"(54.0, 361.25)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,153,test
REE,"[(3503, 1232), (3543, 1234), (3542, 1253), (3502, 1251)]","{'Width': 41, 'Height': 21, 'Left': 3502, 'Top': 1232}","(-0.05, 19.0, -0.05, 19.0)",19.02629759,40.04996879,horizontal,"(3522.5, 1242.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1369,test
AWESOME,"[(2357, 549), (2352, 801), (2290, 800), (2295, 548)]","{'Width': 67, 'Height': 253, 'Left': 2290, 'Top': 548}","(50.4, -0.016, 50.4, -0.016)",62.00806399,252.0495983,vertical,"(2323.5, 674.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1262,test
FICTION,"[(1486, 632), (1486, 791), (1455, 791), (1455, 632)]","{'Width': 31, 'Height': 159, 'Left': 1455, 'Top': 632}","(1000.0, 0.0, 1000.0, -0.0)",31.0,159.0,vertical,"(1470.5, 711.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1157,test
NATIONAL,"[(1008, 313), (1006, 371), (995, 371), (997, 313)]","{'Width': 13, 'Height': 58, 'Left': 995, 'Top': 313}","(29.0, 0.0, 29.0, -0.0)",11.0,58.03447251,vertical,"(1001.5, 342.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,219,test
Michael,"[(1210, 422), (1279, 418), (1280, 433), (1211, 437)]","{'Width': 70, 'Height': 19, 'Left': 1210, 'Top': 418}","(0.058, -15.0, 0.058, -15.0)",15.03329638,69.11584478,horizontal,"(1245.0, 427.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,382,test
and,"[(244, 292), (245, 323), (218, 324), (217, 293)]","{'Width': 28, 'Height': 32, 'Left': 217, 'Top': 292}","(-31.0, 0.037, -31.0, 0.037)",27.01851217,31.01612484,vertical,"(231.0, 308.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,621,test
THE,"[(194, 312), (194, 337), (182, 337), (182, 312)]","{'Width': 12, 'Height': 25, 'Left': 182, 'Top': 312}","(1000.0, 0.0, 1000.0, -0.0)",12.0,25.0,vertical,"(188.0, 324.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,818,test
TO,"[(851, 723), (851, 757), (809, 757), (809, 723)]","{'Width': 42, 'Height': 34, 'Left': 809, 'Top': 723}","(1000.0, 0.0, 1000.0, -0.0)",42.0,34.0,vertical,"(830.0, 740.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1076,test
ROXANNE,"[(202, 158), (204, 209), (194, 209), (192, 158)]","{'Width': 12, 'Height': 51, 'Left': 192, 'Top': 158}","(-25.5, 0.0, -25.5, -0.0)",10.0,51.03920062,vertical,"(198.0, 183.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,427,test
is,"[(21, 372), (22, 388), (10, 389), (9, 373)]","{'Width': 13, 'Height': 17, 'Left': 9, 'Top': 372}","(-16.0, 0.083, -16.0, 0.083)",12.04159458,16.03121954,vertical,"(15.5, 380.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,405,test
KNEW,"[(420, 405), (426, 479), (402, 481), (396, 407)]","{'Width': 30, 'Height': 76, 'Left': 396, 'Top': 405}","(-12.333, 0.083, -12.333, 0.083)",24.08318916,74.24284477,vertical,"(411.0, 443.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,459,test
RXFELION,"[(610, 571), (620, 624), (613, 626), (602, 573)]","{'Width': 18, 'Height': 55, 'Left': 602, 'Top': 571}","(-5.3, 0.286, -4.818, 0.25)",7.76316057,54.03231033,vertical,"(611.25, 598.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,481,test
Parkdale,"[(3568, 335), (3639, 325), (3644, 357), (3572, 367)]","{'Width': 76, 'Height': 42, 'Left': 3568, 'Top': 325}","(0.141, -6.4, 0.139, -8.0)",32.31865024,72.19594723,horizontal,"(3605.75, 346.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1378,test
There,"[(947, 597), (930, 672), (903, 666), (920, 591)]","{'Width': 44, 'Height': 81, 'Left': 903, 'Top': 591}","(4.412, -0.222, 4.412, -0.222)",27.65863337,76.90253572,vertical,"(925.0, 631.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,76,test
Rold,"[(47, 698), (50, 724), (37, 725), (34, 699)]","{'Width': 16, 'Height': 27, 'Left': 34, 'Top': 698}","(-8.667, 0.077, -8.667, 0.077)",13.03840481,26.17250466,vertical,"(42.0, 711.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,151,test
THE,"[(603, 305), (603, 355), (572, 355), (572, 305)]","{'Width': 31, 'Height': 50, 'Left': 572, 'Top': 305}","(1000.0, 0.0, 1000.0, -0.0)",31.0,50.0,vertical,"(587.5, 330.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,716,test
TO,"[(733, 348), (734, 363), (723, 364), (722, 349)]","{'Width': 12, 'Height': 16, 'Left': 722, 'Top': 348}","(-15.0, 0.091, -15.0, 0.091)",11.04536102,15.03329638,vertical,"(728.0, 356.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,330,test
Rainey,"[(1281, 454), (1282, 515), (1247, 515), (1246, 454)]","{'Width': 36, 'Height': 61, 'Left': 1246, 'Top': 454}","(-61.0, 0.0, -61.0, -0.0)",35.0,61.00819617,vertical,"(1264.0, 484.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1114,test
CHARACTERS,"[(1523, 960), (1522, 1046), (1511, 1046), (1512, 960)]","{'Width': 12, 'Height': 86, 'Left': 1511, 'Top': 960}","(86.0, 0.0, 86.0, -0.0)",11.0,86.00581376,vertical,"(1517.0, 1003.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1163,test
!,"[(441, 651), (442, 674), (364, 677), (363, 654)]","{'Width': 79, 'Height': 26, 'Left': 363, 'Top': 651}","(-23.0, 0.038, -23.0, 0.038)",78.05767099,23.02172887,vertical,"(402.5, 664.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1018,test
PEOPLE,"[(203, 420), (205, 452), (195, 453), (193, 421)]","{'Width': 12, 'Height': 33, 'Left': 193, 'Top': 420}","(-16.0, 0.1, -16.0, 0.1)",10.04987562,32.06243908,vertical,"(199.0, 436.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,428,test
Get,"[(392, 751), (392, 779), (376, 779), (376, 751)]","{'Width': 16, 'Height': 28, 'Left': 376, 'Top': 751}","(1000.0, 0.0, 1000.0, -0.0)",16.0,28.0,vertical,"(384.0, 765.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,30,test
HUDSON,"[(1369, 483), (1374, 529), (1347, 532), (1342, 486)]","{'Width': 32, 'Height': 49, 'Left': 1342, 'Top': 483}","(-9.2, 0.111, -9.2, 0.111)",27.16615541,46.27094121,vertical,"(1358.0, 507.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,130,test
TIMES,"[(3838, 773), (3828, 839), (3809, 836), (3819, 770)]","{'Width': 29, 'Height': 69, 'Left': 3809, 'Top': 770}","(6.6, -0.158, 6.6, -0.158)",19.23538406,66.75327707,vertical,"(3823.5, 804.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1409,test
artur,"[(521, 322), (521, 381), (505, 381), (505, 322)]","{'Width': 16, 'Height': 59, 'Left': 505, 'Top': 322}","(1000.0, 0.0, 1000.0, -0.0)",16.0,59.0,vertical,"(513.0, 351.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,606,test
PIER,"[(756, 1094), (756, 1163), (726, 1163), (726, 1094)]","{'Width': 30, 'Height': 69, 'Left': 726, 'Top': 1094}","(1000.0, 0.0, 1000.0, -0.0)",30.0,69.0,vertical,"(741.0, 1128.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1067,test
SALAAM,"[(562, 68), (617, 68), (617, 89), (562, 89)]","{'Width': 55, 'Height': 21, 'Left': 562, 'Top': 68}","(-0.0, 1000.0, 0.0, 1000.0)",21.0,55.0,horizontal,"(589.5, 78.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,711,test
be,"[(1900, 427), (1900, 452), (1884, 452), (1884, 427)]","{'Width': 16, 'Height': 25, 'Left': 1884, 'Top': 427}","(1000.0, 0.0, 1000.0, -0.0)",16.0,25.0,vertical,"(1892.0, 439.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1209,test
name,"[(19, 330), (22, 367), (9, 368), (6, 331)]","{'Width': 16, 'Height': 38, 'Left': 6, 'Top': 330}","(-12.333, 0.077, -12.333, 0.077)",13.03840481,37.12142239,vertical,"(14.0, 349.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,404,test
How,"[(1901, 359), (1900, 398), (1884, 398), (1885, 359)]","{'Width': 17, 'Height': 39, 'Left': 1884, 'Top': 359}","(39.0, 0.0, 39.0, -0.0)",16.0,39.01281841,vertical,"(1892.5, 378.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1208,test
or,"[(501, 544), (501, 564), (485, 564), (485, 544)]","{'Width': 16, 'Height': 20, 'Left': 485, 'Top': 544}","(1000.0, 0.0, 1000.0, -0.0)",16.0,20.0,vertical,"(493.0, 554.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,37,test
/,"[(280, 679), (280, 692), (258, 693), (258, 680)]","{'Width': 22, 'Height': 14, 'Left': 258, 'Top': 679}","(1000.0, 0.045, 1000.0, 0.045)",22.02271555,13.0,vertical,"(269.0, 686.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,18,test
DIFFERENCE,"[(1286, 661), (1293, 736), (1273, 738), (1266, 663)]","{'Width': 27, 'Height': 77, 'Left': 1266, 'Top': 661}","(-10.714, 0.1, -10.714, 0.1)",20.09975124,75.32595834,vertical,"(1279.5, 699.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,113,test
JOHN,"[(359, 1049), (436, 1049), (436, 1086), (359, 1086)]","{'Width': 77, 'Height': 37, 'Left': 359, 'Top': 1049}","(-0.0, 1000.0, 0.0, 1000.0)",37.0,77.0,horizontal,"(397.5, 1067.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1017,test
Louist,"[(584, 461), (586, 496), (575, 497), (573, 462)]","{'Width': 13, 'Height': 36, 'Left': 573, 'Top': 461}","(-17.5, 0.091, -17.5, 0.091)",11.04536102,35.05709629,vertical,"(579.5, 479.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,308,test
Literature,"[(434, 226), (436, 277), (423, 277), (421, 226)]","{'Width': 15, 'Height': 51, 'Left': 421, 'Top': 226}","(-25.5, 0.0, -25.5, -0.0)",13.0,51.03920062,vertical,"(428.5, 251.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,281,test
The,"[(382, 110), (383, 143), (368, 143), (367, 111)]","{'Width': 16, 'Height': 33, 'Left': 367, 'Top': 110}","(-33.0, 0.0, -32.0, 0.067)",15.01664819,32.51538461,vertical,"(375.0, 126.75)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,275,test
THE,"[(2163, 827), (2163, 858), (2143, 858), (2143, 827)]","{'Width': 20, 'Height': 31, 'Left': 2143, 'Top': 827}","(1000.0, 0.0, 1000.0, -0.0)",20.0,31.0,vertical,"(2153.0, 842.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1248,test
World,"[(2088, 1026), (2087, 1086), (2045, 1085), (2046, 1025)]","{'Width': 43, 'Height': 61, 'Left': 2045, 'Top': 1025}","(60.0, -0.024, 60.0, -0.024)",42.01190308,60.00833275,vertical,"(2066.5, 1055.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1227,test
103,"[(1200, 358), (1215, 360), (1213, 375), (1198, 373)]","{'Width': 17, 'Height': 17, 'Left': 1198, 'Top': 358}","(-0.133, 7.5, -0.133, 7.5)",15.13274595,15.13274595,horizontal,"(1206.5, 366.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1107,test
1,"[(783, 936), (783, 951), (757, 951), (757, 936)]","{'Width': 26, 'Height': 15, 'Left': 757, 'Top': 936}","(1000.0, 0.0, 1000.0, -0.0)",26.0,15.0,vertical,"(770.0, 943.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,61,test
ALL,"[(1394, 287), (1396, 308), (1383, 309), (1381, 288)]","{'Width': 15, 'Height': 22, 'Left': 1381, 'Top': 287}","(-10.5, 0.077, -10.5, 0.077)",13.03840481,21.09502311,vertical,"(1388.5, 298.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,399,test
WHO,"[(1277, 572), (1280, 607), (1261, 609), (1258, 574)]","{'Width': 22, 'Height': 37, 'Left': 1258, 'Top': 572}","(-11.667, 0.105, -11.667, 0.105)",19.10497317,35.12833614,vertical,"(1269.0, 590.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,109,test
BOY,"[(210, 287), (210, 314), (197, 314), (197, 287)]","{'Width': 13, 'Height': 27, 'Left': 197, 'Top': 287}","(1000.0, 0.0, 1000.0, -0.0)",13.0,27.0,vertical,"(203.5, 300.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,822,test
AIR,"[(603, 354), (602, 426), (570, 426), (571, 354)]","{'Width': 33, 'Height': 72, 'Left': 570, 'Top': 354}","(72.0, 0.0, 72.0, -0.0)",32.0,72.00694411,vertical,"(586.5, 390.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,713,test
CONNOLLY,"[(833, 459), (851, 541), (823, 547), (805, 465)]","{'Width': 46, 'Height': 88, 'Left': 805, 'Top': 459}","(-4.556, 0.214, -4.556, 0.214)",28.63564213,83.95236745,vertical,"(828.0, 503.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,198,test
Ant,"[(528, 544), (529, 571), (516, 571), (515, 545)]","{'Width': 14, 'Height': 27, 'Left': 515, 'Top': 544}","(-27.0, 0.0, -26.0, 0.077)",13.01920241,26.51886792,vertical,"(522.0, 557.75)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,298,test
REMEMBER,"[(725, 246), (731, 315), (719, 316), (713, 247)]","{'Width': 18, 'Height': 70, 'Left': 713, 'Top': 246}","(-11.5, 0.083, -11.5, 0.083)",12.04159458,69.26037828,vertical,"(722.0, 281.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,328,test
HEROES,"[(1102, 643), (1105, 685), (1093, 686), (1090, 644)]","{'Width': 15, 'Height': 43, 'Left': 1090, 'Top': 643}","(-14.0, 0.083, -14.0, 0.083)",12.04159458,42.10700654,vertical,"(1097.5, 664.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,85,test
THE,"[(154, 146), (157, 220), (125, 221), (122, 147)]","{'Width': 35, 'Height': 75, 'Left': 122, 'Top': 146}","(-24.667, 0.031, -24.667, 0.031)",32.01562119,74.06078585,vertical,"(139.5, 183.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,578,test
CREATING,"[(1541, 924), (1540, 988), (1529, 988), (1530, 924)]","{'Width': 12, 'Height': 64, 'Left': 1529, 'Top': 924}","(64.0, 0.0, 64.0, -0.0)",11.0,64.00781202,vertical,"(1535.0, 956.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1168,test
THE,"[(646, 326), (660, 355), (645, 362), (631, 334)]","{'Width': 29, 'Height': 36, 'Left': 631, 'Top': 326}","(-2.071, 0.467, -2.0, 0.533)",16.77647268,31.75371803,vertical,"(645.5, 344.25)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,760,test
ON,"[(152, 76), (154, 131), (122, 132), (120, 77)]","{'Width': 34, 'Height': 56, 'Left': 120, 'Top': 76}","(-27.5, 0.031, -27.5, 0.031)",32.01562119,55.03635162,vertical,"(137.0, 104.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,577,test
EIGHT,"[(620, 221), (639, 258), (624, 266), (605, 229)]","{'Width': 34, 'Height': 45, 'Left': 605, 'Top': 221}","(-1.947, 0.533, -1.947, 0.533)",17.0,41.59326869,vertical,"(622.0, 243.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,754,test
the,"[(1329, 560), (1333, 595), (1313, 597), (1309, 562)]","{'Width': 24, 'Height': 37, 'Left': 1309, 'Top': 560}","(-8.75, 0.1, -8.75, 0.1)",20.09975124,35.22782991,vertical,"(1321.0, 578.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,120,test
levithan,"[(531, 85), (532, 139), (519, 139), (518, 85)]","{'Width': 14, 'Height': 54, 'Left': 518, 'Top': 85}","(-54.0, 0.0, -54.0, -0.0)",13.0,54.00925847,vertical,"(525.0, 112.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,881,test
DODENO,"[(0, 860), (115, 862), (114, 899), (0, 897)]","{'Width': 115, 'Height': 39, 'Left': 0, 'Top': 860}","(-0.017, 37.0, -0.018, 1000.0)",37.00675552,114.5174662,horizontal,"(57.25, 879.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,141,test
Images,"[(1054, 656), (1025, 743), (995, 733), (1025, 646)]","{'Width': 59, 'Height': 97, 'Left': 995, 'Top': 646}","(3.0, -0.333, 2.9, -0.345)",31.14924995,91.86661102,vertical,"(1024.75, 694.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,79,test
A,"[(320, 325), (314, 332), (306, 325), (312, 318)]","{'Width': 14, 'Height': 14, 'Left': 306, 'Top': 318}","(1.167, -0.875, 1.167, -0.875)",10.63014581,9.219544457,vertical,"(313.0, 325.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,939,test
dreaming,"[(581, 283), (579, 366), (558, 366), (560, 283)]","{'Width': 23, 'Height': 83, 'Left': 558, 'Top': 283}","(41.5, 0.0, 41.5, -0.0)",21.0,83.02409289,vertical,"(569.5, 324.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,646,test
THE,"[(1396, 317), (1398, 338), (1386, 339), (1384, 318)]","{'Width': 14, 'Height': 22, 'Left': 1384, 'Top': 317}","(-10.5, 0.083, -10.5, 0.083)",12.04159458,21.09502311,vertical,"(1391.0, 328.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,401,test
WORDS,"[(1167, 146), (1176, 254), (1154, 256), (1145, 148)]","{'Width': 31, 'Height': 110, 'Left': 1145, 'Top': 146}","(-12.0, 0.091, -12.0, 0.091)",22.09072203,108.3743512,vertical,"(1160.5, 201.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,374,test
WHITE,"[(641, 232), (642, 288), (613, 288), (612, 232)]","{'Width': 30, 'Height': 56, 'Left': 612, 'Top': 232}","(-56.0, 0.0, -56.0, -0.0)",29.0,56.00892786,vertical,"(627.0, 260.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,652,test
BUTER,"[(338, 122), (338, 160), (329, 160), (329, 122)]","{'Width': 9, 'Height': 38, 'Left': 329, 'Top': 122}","(1000.0, 0.0, 1000.0, -0.0)",9.0,38.0,vertical,"(333.5, 141.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,942,test
To,"[(224, 696), (224, 730), (190, 730), (190, 696)]","{'Width': 34, 'Height': 34, 'Left': 190, 'Top': 696}","(1000.0, 0.0, 1000.0, -0.0)",34.0,34.0,vertical,"(207.0, 713.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1000,test
She's,"[(721, 312), (723, 368), (696, 369), (694, 313)]","{'Width': 29, 'Height': 57, 'Left': 694, 'Top': 312}","(-28.0, 0.037, -28.0, 0.037)",27.01851217,56.0357029,vertical,"(708.5, 340.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,664,test
BOOKS,"[(2451, 1146), (2449, 1204), (2440, 1204), (2442, 1146)]","{'Width': 11, 'Height': 58, 'Left': 2440, 'Top': 1146}","(29.0, 0.0, 29.0, -0.0)",9.0,58.03447251,vertical,"(2445.5, 1175.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1272,test
LOOK,"[(131, 180), (134, 248), (113, 249), (110, 181)]","{'Width': 24, 'Height': 69, 'Left': 110, 'Top': 180}","(-22.667, 0.048, -22.667, 0.048)",21.02379604,68.0661443,vertical,"(122.0, 214.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,613,test
BIG,"[(3067, 1147), (3121, 1150), (3119, 1179), (3065, 1176)]","{'Width': 56, 'Height': 32, 'Left': 3065, 'Top': 1147}","(-0.056, 14.5, -0.056, 14.5)",29.06888371,54.08326913,horizontal,"(3093.0, 1163.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1337,test
SAU,"[(2515, 1226), (2550, 1226), (2550, 1237), (2515, 1237)]","{'Width': 35, 'Height': 11, 'Left': 2515, 'Top': 1226}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,35.0,horizontal,"(2532.5, 1231.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1282,test
green,"[(542, 87), (542, 130), (529, 130), (529, 87)]","{'Width': 13, 'Height': 43, 'Left': 529, 'Top': 87}","(1000.0, 0.0, 1000.0, -0.0)",13.0,43.0,vertical,"(535.5, 108.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,883,test
LIMITLESS,"[(812, 287), (842, 482), (808, 487), (778, 292)]","{'Width': 64, 'Height': 200, 'Left': 778, 'Top': 287}","(-6.5, 0.147, -6.5, 0.147)",34.36568055,197.2941966,vertical,"(810.0, 387.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,497,test
BROOKS,"[(444, 144), (461, 179), (445, 187), (429, 151)]","{'Width': 32, 'Height': 43, 'Left': 429, 'Top': 144}","(-2.059, 0.5, -2.25, 0.467)",17.22074459,39.15279206,vertical,"(444.75, 165.25)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,804,test
ASON,"[(581, 284), (560, 309), (550, 301), (572, 276)]","{'Width': 31, 'Height': 33, 'Left': 550, 'Top': 276}","(1.19, -0.8, 1.136, -0.889)",12.42392153,32.97565352,vertical,"(565.75, 292.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,973,test
U,"[(80, 363), (81, 387), (47, 388), (46, 364)]","{'Width': 35, 'Height': 25, 'Left': 46, 'Top': 363}","(-24.0, 0.029, -24.0, 0.029)",34.0147027,24.0208243,vertical,"(63.5, 375.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,575,test
