txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label,image_path
PUFFIN,100,"[(145, 312), (144, 404), (118, 404), (119, 312)]","{'Width': 27, 'Height': 92, 'Left': 118, 'Top': 312}","(92.0, 0.0, 92.0, -0.0)",26.0,92.00543462,vertical,"(131.5, 358.0)","(2, 1)",118,312,1,cropped_images_5\cropped_572.jpg
FLIGHT,100,"[(146, 150), (145, 243), (119, 243), (120, 150)]","{'Width': 27, 'Height': 93, 'Left': 119, 'Top': 150}","(93.0, 0.0, 93.0, -0.0)",26.0,93.00537619,vertical,"(132.5, 196.5)","(2, 1)",119,150,1,cropped_images_5\cropped_573.jpg
THE,100,"[(145, 269), (145, 311), (119, 311), (119, 269)]","{'Width': 26, 'Height': 42, 'Left': 119, 'Top': 269}","(1000.0, 0.0, 1000.0, -0.0)",26.0,42.0,vertical,"(132.0, 290.0)","(2, 1)",119,269,1,cropped_images_5\cropped_574.jpg
OF,100,"[(145, 240), (145, 268), (120, 268), (120, 240)]","{'Width': 25, 'Height': 28, 'Left': 120, 'Top': 240}","(1000.0, 0.0, 1000.0, -0.0)",25.0,28.0,vertical,"(132.5, 254.0)","(2, 1)",120,240,1,cropped_images_5\cropped_575.jpg
SKODEN,100,"[(146, 69), (146, 117), (121, 117), (121, 69)]","{'Width': 25, 'Height': 48, 'Left': 121, 'Top': 69}","(1000.0, 0.0, 1000.0, -0.0)",25.0,48.0,vertical,"(133.5, 93.0)","(2, 1)",121,69,0,cropped_images_5\cropped_576.jpg
PUFFIN,100,"[(190, 312), (189, 399), (163, 399), (164, 312)]","{'Width': 27, 'Height': 87, 'Left': 163, 'Top': 312}","(87.0, 0.0, 87.0, -0.0)",26.0,87.00574694,vertical,"(176.5, 355.5)","(2, 1)",163,312,1,cropped_images_5\cropped_577.jpg
1,100,"[(188, 414), (188, 430), (163, 430), (163, 414)]","{'Width': 25, 'Height': 16, 'Left': 163, 'Top': 414}","(1000.0, 0.0, 1000.0, -0.0)",25.0,16.0,vertical,"(175.5, 422.0)","(2, 1)",163,414,0,cropped_images_5\cropped_578.jpg
THE,100,"[(190, 269), (189, 306), (164, 306), (165, 269)]","{'Width': 26, 'Height': 37, 'Left': 164, 'Top': 269}","(37.0, 0.0, 37.0, -0.0)",25.0,37.01351105,vertical,"(177.0, 287.5)","(2, 1)",164,269,1,cropped_images_5\cropped_579.jpg
XFLIGHT,100,"[(193, 120), (191, 243), (165, 243), (167, 120)]","{'Width': 28, 'Height': 123, 'Left': 165, 'Top': 120}","(61.5, 0.0, 61.5, -0.0)",26.0,123.0162591,vertical,"(179.0, 181.5)","(2, 1)",165,120,1,cropped_images_5\cropped_580.jpg
BAN,100,"[(194, 69), (193, 116), (167, 116), (168, 69)]","{'Width': 27, 'Height': 47, 'Left': 167, 'Top': 69}","(47.0, 0.0, 47.0, -0.0)",26.0,47.01063709,vertical,"(180.5, 92.5)","(2, 1)",167,69,0,cropped_images_5\cropped_581.jpg
Trouble,100,"[(244, 327), (241, 420), (216, 419), (219, 326)]","{'Width': 28, 'Height': 94, 'Left': 216, 'Top': 326}","(31.0, -0.04, 31.0, -0.04)",25.01999201,93.04837452,vertical,"(230.0, 373.0)","(2, 1)",216,326,1,cropped_images_5\cropped_582.jpg
of,100,"[(244, 297), (243, 324), (219, 323), (220, 296)]","{'Width': 25, 'Height': 28, 'Left': 219, 'Top': 296}","(27.0, -0.042, 27.0, -0.042)",24.0208243,27.01851217,vertical,"(231.5, 310.0)","(2, 1)",219,296,1,cropped_images_5\cropped_583.jpg
Kind,100,"[(246, 235), (245, 289), (220, 288), (221, 234)]","{'Width': 26, 'Height': 55, 'Left': 220, 'Top': 234}","(54.0, -0.04, 54.0, -0.04)",25.01999201,54.00925847,vertical,"(233.0, 261.5)","(2, 1)",220,234,1,cropped_images_5\cropped_584.jpg
Good,100,"[(248, 167), (246, 227), (221, 226), (223, 166)]","{'Width': 27, 'Height': 61, 'Left': 221, 'Top': 166}","(30.0, -0.04, 30.0, -0.04)",25.01999201,60.03332408,vertical,"(234.5, 196.5)","(2, 1)",221,166,1,cropped_images_5\cropped_585.jpg
A,100,"[(249, 140), (248, 160), (224, 159), (225, 139)]","{'Width': 25, 'Height': 21, 'Left': 224, 'Top': 139}","(20.0, -0.042, 20.0, -0.042)",24.0208243,20.02498439,vertical,"(236.5, 149.5)","(2, 1)",224,139,1,cropped_images_5\cropped_586.jpg
Trouble,100,"[(308, 319), (305, 411), (280, 410), (283, 318)]","{'Width': 28, 'Height': 93, 'Left': 280, 'Top': 318}","(30.667, -0.04, 30.667, -0.04)",25.01999201,92.04890005,vertical,"(294.0, 364.5)","(2, 1)",280,318,1,cropped_images_5\cropped_587.jpg
Kind,100,"[(310, 226), (308, 281), (283, 280), (285, 225)]","{'Width': 27, 'Height': 56, 'Left': 283, 'Top': 225}","(27.5, -0.04, 27.5, -0.04)",25.01999201,55.03635162,vertical,"(296.5, 253.0)","(2, 1)",283,225,1,cropped_images_5\cropped_588.jpg
of,100,"[(308, 288), (307, 315), (283, 314), (284, 287)]","{'Width': 25, 'Height': 28, 'Left': 283, 'Top': 287}","(27.0, -0.042, 27.0, -0.042)",24.0208243,27.01851217,vertical,"(295.5, 301.0)","(2, 1)",283,287,1,cropped_images_5\cropped_589.jpg
Good,100,"[(312, 160), (310, 218), (286, 217), (288, 159)]","{'Width': 26, 'Height': 59, 'Left': 286, 'Top': 159}","(29.0, -0.042, 29.0, -0.042)",24.0208243,58.03447251,vertical,"(299.0, 188.5)","(2, 1)",286,159,1,cropped_images_5\cropped_590.jpg
A,100,"[(313, 134), (312, 153), (288, 152), (289, 133)]","{'Width': 25, 'Height': 20, 'Left': 288, 'Top': 133}","(19.0, -0.042, 19.0, -0.042)",24.0208243,19.02629759,vertical,"(300.5, 143.0)","(2, 1)",288,133,1,cropped_images_5\cropped_591.jpg
Trouble,100,"[(370, 318), (367, 410), (342, 409), (345, 317)]","{'Width': 28, 'Height': 93, 'Left': 342, 'Top': 317}","(30.667, -0.04, 30.667, -0.04)",25.01999201,92.04890005,vertical,"(356.0, 363.5)","(2, 1)",342,317,1,cropped_images_5\cropped_592.jpg
Kind,100,"[(373, 226), (371, 279), (345, 278), (347, 225)]","{'Width': 28, 'Height': 54, 'Left': 345, 'Top': 225}","(26.5, -0.038, 26.5, -0.038)",26.01922366,53.03772242,vertical,"(359.0, 252.0)","(2, 1)",345,225,1,cropped_images_5\cropped_593.jpg
of,100,"[(371, 288), (370, 313), (345, 312), (346, 287)]","{'Width': 26, 'Height': 26, 'Left': 345, 'Top': 287}","(25.0, -0.04, 25.0, -0.04)",25.01999201,25.01999201,vertical,"(358.0, 300.0)","(2, 1)",345,287,1,cropped_images_5\cropped_594.jpg
Good,100,"[(375, 160), (373, 217), (347, 216), (349, 159)]","{'Width': 28, 'Height': 58, 'Left': 347, 'Top': 159}","(28.5, -0.038, 28.5, -0.038)",26.01922366,57.03507693,vertical,"(361.0, 188.0)","(2, 1)",347,159,1,cropped_images_5\cropped_595.jpg
A,100,"[(376, 133), (375, 152), (350, 151), (351, 132)]","{'Width': 26, 'Height': 20, 'Left': 350, 'Top': 132}","(19.0, -0.04, 19.0, -0.04)",25.01999201,19.02629759,vertical,"(363.0, 142.0)","(2, 1)",350,132,1,cropped_images_5\cropped_596.jpg
Trouble,100,"[(430, 321), (426, 412), (400, 411), (404, 320)]","{'Width': 30, 'Height': 92, 'Left': 400, 'Top': 320}","(22.75, -0.038, 22.75, -0.038)",26.01922366,91.08786966,vertical,"(415.0, 366.0)","(2, 1)",400,320,1,cropped_images_5\cropped_597.jpg
of,100,"[(431, 289), (430, 317), (405, 316), (406, 288)]","{'Width': 26, 'Height': 29, 'Left': 405, 'Top': 288}","(28.0, -0.04, 28.0, -0.04)",25.01999201,28.01785145,vertical,"(418.0, 302.5)","(2, 1)",405,288,1,cropped_images_5\cropped_598.jpg
Kind,100,"[(434, 228), (432, 281), (406, 280), (408, 227)]","{'Width': 28, 'Height': 54, 'Left': 406, 'Top': 227}","(26.5, -0.038, 26.5, -0.038)",26.01922366,53.03772242,vertical,"(420.0, 254.0)","(2, 1)",406,227,1,cropped_images_5\cropped_599.jpg
Good,100,"[(436, 161), (433, 220), (408, 219), (411, 160)]","{'Width': 28, 'Height': 60, 'Left': 408, 'Top': 160}","(19.667, -0.04, 19.667, -0.04)",25.01999201,59.07622195,vertical,"(422.0, 190.0)","(2, 1)",408,160,1,cropped_images_5\cropped_600.jpg
A,100,"[(438, 135), (437, 155), (412, 154), (413, 134)]","{'Width': 26, 'Height': 21, 'Left': 412, 'Top': 134}","(20.0, -0.04, 20.0, -0.04)",25.01999201,20.02498439,vertical,"(425.0, 144.5)","(2, 1)",412,134,1,cropped_images_5\cropped_601.jpg
PUNK,100,"[(494, 317), (492, 382), (467, 381), (469, 316)]","{'Width': 27, 'Height': 66, 'Left': 467, 'Top': 316}","(32.5, -0.04, 32.5, -0.04)",25.01999201,65.03076195,vertical,"(480.5, 349.0)","(2, 1)",467,316,1,cropped_images_5\cropped_602.jpg
-,100,"[(495, 300), (494, 315), (469, 314), (470, 299)]","{'Width': 26, 'Height': 16, 'Left': 469, 'Top': 299}","(15.0, -0.04, 15.0, -0.04)",25.01999201,15.03329638,vertical,"(482.0, 307.0)","(2, 1)",469,299,1,cropped_images_5\cropped_603.jpg
RULE,100,"[(497, 238), (495, 301), (470, 300), (472, 237)]","{'Width': 27, 'Height': 64, 'Left': 470, 'Top': 237}","(31.5, -0.04, 31.5, -0.04)",25.01999201,63.03173804,vertical,"(483.5, 269.0)","(2, 1)",470,237,0,cropped_images_5\cropped_604.jpg
FIRST,100,"[(500, 155), (497, 231), (472, 230), (475, 154)]","{'Width': 28, 'Height': 77, 'Left': 472, 'Top': 154}","(25.333, -0.04, 25.333, -0.04)",25.01999201,76.05918748,vertical,"(486.0, 192.5)","(2, 1)",472,154,1,cropped_images_5\cropped_605.jpg
23,100,"[(503, 74), (502, 112), (476, 111), (477, 73)]","{'Width': 27, 'Height': 39, 'Left': 476, 'Top': 73}","(38.0, -0.038, 38.0, -0.038)",26.01922366,38.01315562,vertical,"(489.5, 92.5)","(2, 1)",476,73,0,cropped_images_5\cropped_606.jpg
PUNK,100,"[(539, 329), (534, 393), (513, 391), (518, 327)]","{'Width': 26, 'Height': 66, 'Left': 513, 'Top': 327}","(12.8, -0.095, 12.8, -0.095)",21.09502311,64.19501538,vertical,"(526.0, 360.0)","(2, 1)",513,327,1,cropped_images_5\cropped_607.jpg
-,100,"[(539, 312), (538, 326), (518, 324), (519, 311)]","{'Width': 21, 'Height': 15, 'Left': 518, 'Top': 311}","(14.0, -0.1, 13.0, -0.05)",20.06236782,13.53703683,vertical,"(528.5, 318.25)","(2, 1)",518,311,0,cropped_images_5\cropped_608.jpg
RULE,100,"[(544, 253), (540, 310), (519, 308), (523, 251)]","{'Width': 25, 'Height': 59, 'Left': 519, 'Top': 251}","(14.25, -0.095, 14.25, -0.095)",21.09502311,57.14017851,vertical,"(531.5, 280.5)","(2, 1)",519,251,1,cropped_images_5\cropped_609.jpg
FIRST,100,"[(550, 175), (545, 246), (524, 244), (529, 173)]","{'Width': 26, 'Height': 73, 'Left': 524, 'Top': 173}","(14.2, -0.095, 14.2, -0.095)",21.09502311,71.1758386,vertical,"(537.0, 209.5)","(2, 1)",524,173,1,cropped_images_5\cropped_610.jpg
POLL,100,"[(544, 88), (542, 133), (531, 132), (533, 87)]","{'Width': 13, 'Height': 46, 'Left': 531, 'Top': 87}","(22.5, -0.091, 22.5, -0.091)",11.04536102,45.04442252,vertical,"(537.5, 110.0)","(2, 1)",531,87,0,cropped_images_5\cropped_611.jpg
Chain,100,"[(560, 90), (559, 128), (548, 128), (549, 90)]","{'Width': 12, 'Height': 38, 'Left': 548, 'Top': 90}","(38.0, 0.0, 38.0, -0.0)",11.0,38.01315562,vertical,"(554.0, 109.0)","(2, 1)",548,90,0,cropped_images_5\cropped_612.jpg
C,100,"[(558, 128), (558, 136), (548, 136), (548, 128)]","{'Width': 10, 'Height': 8, 'Left': 548, 'Top': 128}","(1000.0, 0.0, 1000.0, -0.0)",10.0,8.0,vertical,"(553.0, 132.0)","(2, 1)",548,128,1,cropped_images_5\cropped_613.jpg
PUNK,100,"[(593, 314), (589, 378), (566, 376), (570, 313)]","{'Width': 27, 'Height': 65, 'Left': 566, 'Top': 313}","(16.0, -0.087, 15.75, -0.043)",23.05426081,63.62586729,vertical,"(579.5, 345.25)","(2, 1)",566,313,1,cropped_images_5\cropped_614.jpg
-,100,"[(594, 296), (593, 311), (570, 310), (571, 295)]","{'Width': 24, 'Height': 16, 'Left': 570, 'Top': 295}","(15.0, -0.043, 15.0, -0.043)",23.02172887,15.03329638,vertical,"(582.0, 303.0)","(2, 1)",570,295,0,cropped_images_5\cropped_615.jpg
RULE,100,"[(598, 235), (594, 296), (571, 294), (575, 234)]","{'Width': 27, 'Height': 62, 'Left': 571, 'Top': 234}","(15.25, -0.087, 15.0, -0.043)",23.05426081,60.63209619,vertical,"(584.5, 264.75)","(2, 1)",571,234,1,cropped_images_5\cropped_616.jpg
FIRST,100,"[(604, 155), (599, 228), (575, 226), (580, 153)]","{'Width': 29, 'Height': 75, 'Left': 575, 'Top': 153}","(14.6, -0.083, 14.6, -0.083)",24.08318916,73.17103252,vertical,"(589.5, 190.5)","(2, 1)",575,153,1,cropped_images_5\cropped_617.jpg
*,100,"[(604, 137), (603, 151), (580, 150), (581, 136)]","{'Width': 24, 'Height': 15, 'Left': 580, 'Top': 136}","(14.0, -0.043, 14.0, -0.043)",23.02172887,14.03566885,vertical,"(592.0, 143.5)","(2, 1)",580,136,0,cropped_images_5\cropped_618.jpg
PUNK,100,"[(655, 321), (651, 385), (626, 383), (630, 319)]","{'Width': 29, 'Height': 66, 'Left': 626, 'Top': 319}","(16.0, -0.08, 16.0, -0.08)",25.07987241,64.12487817,vertical,"(640.5, 352.0)","(2, 1)",626,319,1,cropped_images_5\cropped_619.jpg
RULE,100,"[(661, 243), (657, 304), (632, 302), (636, 241)]","{'Width': 29, 'Height': 63, 'Left': 632, 'Top': 241}","(15.25, -0.08, 15.25, -0.08)",25.07987241,61.13100686,vertical,"(646.5, 272.5)","(2, 1)",632,241,1,cropped_images_5\cropped_620.jpg
FIRST,100,"[(667, 160), (662, 237), (636, 235), (641, 158)]","{'Width': 31, 'Height': 79, 'Left': 636, 'Top': 158}","(15.4, -0.077, 15.4, -0.077)",26.07680962,77.1621669,vertical,"(651.5, 197.5)","(2, 1)",636,158,1,cropped_images_5\cropped_621.jpg
FREE,100,"[(718, 292), (713, 363), (677, 360), (682, 289)]","{'Width': 41, 'Height': 74, 'Left': 677, 'Top': 289}","(14.2, -0.083, 14.2, -0.083)",36.12478374,71.1758386,vertical,"(697.5, 326.0)","(2, 1)",677,289,1,cropped_images_5\cropped_622.jpg
NOT,100,"[(722, 227), (717, 289), (683, 286), (687, 224)]","{'Width': 39, 'Height': 65, 'Left': 683, 'Top': 224}","(12.4, -0.088, 15.5, -0.086)",34.63021624,62.16509221,vertical,"(702.25, 256.5)","(2, 1)",683,224,1,cropped_images_5\cropped_623.jpg
ARE,100,"[(727, 163), (723, 221), (687, 218), (691, 160)]","{'Width': 40, 'Height': 61, 'Left': 687, 'Top': 160}","(14.5, -0.083, 14.5, -0.083)",36.12478374,58.13776741,vertical,"(707.0, 190.5)","(2, 1)",687,160,1,cropped_images_5\cropped_624.jpg
WE,100,"[(731, 112), (727, 161), (691, 158), (695, 109)]","{'Width': 40, 'Height': 52, 'Left': 691, 'Top': 109}","(12.25, -0.083, 12.25, -0.083)",36.12478374,49.16299421,vertical,"(711.0, 135.0)","(2, 1)",691,109,1,cropped_images_5\cropped_625.jpg
FREE,100,"[(772, 294), (766, 363), (728, 360), (734, 291)]","{'Width': 44, 'Height': 72, 'Left': 728, 'Top': 291}","(11.5, -0.079, 11.5, -0.079)",38.11823711,69.26037828,vertical,"(750.0, 327.0)","(2, 1)",728,291,1,cropped_images_5\cropped_626.jpg
NOT,100,"[(778, 227), (773, 289), (735, 286), (740, 224)]","{'Width': 43, 'Height': 65, 'Left': 735, 'Top': 224}","(12.4, -0.079, 12.4, -0.079)",38.11823711,62.20128616,vertical,"(756.5, 256.5)","(2, 1)",735,224,1,cropped_images_5\cropped_627.jpg
ARE,100,"[(784, 162), (779, 221), (740, 218), (745, 159)]","{'Width': 44, 'Height': 62, 'Left': 740, 'Top': 159}","(11.8, -0.077, 11.8, -0.077)",39.11521443,59.21148537,vertical,"(762.0, 190.0)","(2, 1)",740,159,1,cropped_images_5\cropped_628.jpg
WE,100,"[(787, 112), (783, 158), (745, 155), (749, 109)]","{'Width': 42, 'Height': 49, 'Left': 745, 'Top': 109}","(11.5, -0.079, 11.5, -0.079)",38.11823711,46.17358552,vertical,"(766.0, 133.5)","(2, 1)",745,109,1,cropped_images_5\cropped_629.jpg
FREE,100,"[(833, 310), (825, 396), (782, 392), (790, 306)]","{'Width': 51, 'Height': 90, 'Left': 782, 'Top': 306}","(10.75, -0.093, 10.75, -0.093)",43.18564576,86.37129153,vertical,"(807.5, 351.0)","(2, 1)",782,306,1,cropped_images_5\cropped_630.jpg
NOT,100,"[(841, 227), (834, 304), (791, 300), (798, 223)]","{'Width': 50, 'Height': 81, 'Left': 791, 'Top': 223}","(11.0, -0.093, 11.0, -0.093)",43.18564576,77.31752712,vertical,"(816.0, 263.5)","(2, 1)",791,223,1,cropped_images_5\cropped_631.jpg
ARE,100,"[(848, 145), (841, 220), (798, 216), (805, 141)]","{'Width': 50, 'Height': 79, 'Left': 798, 'Top': 141}","(10.714, -0.093, 10.714, -0.093)",43.18564576,75.32595834,vertical,"(823.0, 180.5)","(2, 1)",798,141,1,cropped_images_5\cropped_632.jpg
WE,100,"[(854, 81), (848, 140), (806, 136), (811, 77)]","{'Width': 48, 'Height': 63, 'Left': 806, 'Top': 77}","(9.833, -0.095, 11.8, -0.093)",42.68784599,59.25789269,vertical,"(829.75, 108.5)","(2, 1)",806,77,1,cropped_images_5\cropped_633.jpg
East,100,"[(887, 336), (881, 391), (853, 387), (859, 333)]","{'Width': 34, 'Height': 58, 'Left': 853, 'Top': 333}","(9.167, -0.143, 9.0, -0.107)",28.22226346,54.8293078,vertical,"(870.0, 361.75)","(2, 1)",853,333,1,cropped_images_5\cropped_634.jpg
the,100,"[(892, 295), (888, 334), (860, 331), (864, 292)]","{'Width': 32, 'Height': 42, 'Left': 860, 'Top': 292}","(9.75, -0.107, 9.75, -0.107)",28.16025568,39.20459157,vertical,"(876.0, 313.0)","(2, 1)",860,292,1,cropped_images_5\cropped_635.jpg
from,100,"[(899, 228), (892, 292), (865, 289), (872, 225)]","{'Width': 34, 'Height': 67, 'Left': 865, 'Top': 225}","(9.143, -0.111, 9.143, -0.111)",27.16615541,64.38167441,vertical,"(882.0, 258.5)","(2, 1)",865,225,1,cropped_images_5\cropped_636.jpg
Half,100,"[(906, 169), (899, 228), (873, 225), (879, 166)]","{'Width': 33, 'Height': 62, 'Left': 873, 'Top': 166}","(8.429, -0.115, 9.833, -0.111)",26.66933004,59.35905156,vertical,"(889.25, 197.0)","(2, 1)",873,166,1,cropped_images_5\cropped_637.jpg
One,100,"[(913, 111), (907, 166), (879, 162), (885, 108)]","{'Width': 34, 'Height': 58, 'Left': 879, 'Top': 108}","(9.167, -0.143, 9.0, -0.107)",28.22226346,54.8293078,vertical,"(896.0, 136.75)","(2, 1)",879,108,1,cropped_images_5\cropped_638.jpg
East,100,"[(936, 329), (929, 383), (902, 379), (908, 326)]","{'Width': 34, 'Height': 57, 'Left': 902, 'Top': 326}","(7.714, -0.148, 8.833, -0.107)",27.7274719,53.89517749,vertical,"(918.75, 354.25)","(2, 1)",902,326,1,cropped_images_5\cropped_639.jpg
the,100,"[(940, 288), (935, 327), (908, 323), (913, 285)]","{'Width': 32, 'Height': 42, 'Left': 908, 'Top': 285}","(7.8, -0.148, 7.6, -0.111)",27.23042177,38.82337115,vertical,"(924.0, 305.75)","(2, 1)",908,285,1,cropped_images_5\cropped_640.jpg
from,100,"[(949, 222), (941, 285), (914, 281), (921, 219)]","{'Width': 35, 'Height': 66, 'Left': 914, 'Top': 219}","(7.875, -0.148, 8.857, -0.107)",27.7274719,62.9499076,vertical,"(931.25, 251.75)","(2, 1)",914,219,1,cropped_images_5\cropped_641.jpg
Half,100,"[(956, 163), (949, 221), (921, 217), (928, 160)]","{'Width': 35, 'Height': 61, 'Left': 921, 'Top': 160}","(8.286, -0.143, 8.143, -0.107)",28.22226346,57.92455137,vertical,"(938.5, 190.25)","(2, 1)",921,160,1,cropped_images_5\cropped_642.jpg
One,100,"[(963, 105), (956, 160), (929, 156), (935, 102)]","{'Width': 34, 'Height': 58, 'Left': 929, 'Top': 102}","(7.857, -0.148, 9.0, -0.107)",27.7274719,54.88798797,vertical,"(945.75, 130.75)","(2, 1)",929,102,1,cropped_images_5\cropped_643.jpg
East,100,"[(982, 323), (975, 380), (947, 376), (954, 319)]","{'Width': 35, 'Height': 61, 'Left': 947, 'Top': 319}","(8.143, -0.143, 8.143, -0.143)",28.28427125,57.42821606,vertical,"(964.5, 349.5)","(2, 1)",947,319,1,cropped_images_5\cropped_644.jpg
the,100,"[(987, 283), (982, 320), (954, 316), (959, 279)]","{'Width': 33, 'Height': 41, 'Left': 954, 'Top': 279}","(7.4, -0.143, 7.4, -0.143)",28.28427125,37.33630941,vertical,"(970.5, 299.5)","(2, 1)",954,279,1,cropped_images_5\cropped_645.jpg
from,100,"[(996, 216), (988, 276), (960, 273), (968, 212)]","{'Width': 36, 'Height': 64, 'Left': 960, 'Top': 212}","(7.5, -0.107, 7.625, -0.143)",28.22226346,61.02666873,vertical,"(978.0, 244.25)","(2, 1)",960,212,1,cropped_images_5\cropped_646.jpg
Half,100,"[(1004, 157), (996, 217), (969, 213), (976, 153)]","{'Width': 35, 'Height': 64, 'Left': 969, 'Top': 153}","(7.5, -0.148, 8.571, -0.143)",27.78947969,60.46896852,vertical,"(986.25, 185.0)","(2, 1)",969,153,1,cropped_images_5\cropped_647.jpg
One,100,"[(1011, 101), (1004, 153), (977, 149), (983, 97)]","{'Width': 34, 'Height': 56, 'Left': 977, 'Top': 97}","(7.429, -0.148, 8.667, -0.143)",27.78947969,52.4070239,vertical,"(993.75, 125.0)","(2, 1)",977,97,1,cropped_images_5\cropped_648.jpg
East,100,"[(1034, 325), (1027, 381), (1000, 377), (1007, 322)]","{'Width': 34, 'Height': 59, 'Left': 1000, 'Top': 322}","(8.0, -0.148, 7.857, -0.111)",27.23042177,55.93973467,vertical,"(1017.0, 351.25)","(2, 1)",1000,322,1,cropped_images_5\cropped_649.jpg
the,100,"[(1039, 286), (1034, 324), (1007, 320), (1012, 283)]","{'Width': 32, 'Height': 41, 'Left': 1007, 'Top': 283}","(7.6, -0.148, 7.4, -0.111)",27.23042177,37.8319226,vertical,"(1023.0, 303.25)","(2, 1)",1007,283,1,cropped_images_5\cropped_650.jpg
from,100,"[(1048, 219), (1040, 281), (1013, 277), (1021, 216)]","{'Width': 35, 'Height': 65, 'Left': 1013, 'Top': 216}","(7.75, -0.148, 7.625, -0.111)",27.23042177,62.01817605,vertical,"(1030.5, 248.25)","(2, 1)",1013,216,1,cropped_images_5\cropped_651.jpg
Half,100,"[(1056, 159), (1049, 218), (1021, 214), (1028, 155)]","{'Width': 35, 'Height': 63, 'Left': 1021, 'Top': 155}","(8.429, -0.143, 8.429, -0.143)",28.28427125,59.41380311,vertical,"(1038.5, 186.5)","(2, 1)",1021,155,1,cropped_images_5\cropped_652.jpg
One,100,"[(1063, 103), (1056, 155), (1029, 151), (1035, 99)]","{'Width': 34, 'Height': 56, 'Left': 1029, 'Top': 99}","(7.429, -0.148, 8.667, -0.143)",27.78947969,52.4070239,vertical,"(1045.75, 127.0)","(2, 1)",1029,99,1,cropped_images_5\cropped_653.jpg
RINGS,100,"[(1422, 158), (1491, 154), (1492, 174), (1423, 178)]","{'Width': 70, 'Height': 24, 'Left': 1422, 'Top': 154}","(0.058, -20.0, 0.058, -20.0)",20.02498439,69.11584478,horizontal,"(1457.0, 166.0)","(2, 1)",1422,154,1,cropped_images_5\cropped_654.jpg
ated,100,"[(0, 189), (72, 195), (69, 228), (0, 222)]","{'Width': 72, 'Height': 39, 'Left': 0, 'Top': 189}","(-0.083, 11.0, -0.087, 1000.0)",33.06804153,70.75497288,horizontal,"(35.25, 208.5)","(0, 0)",0,189,0,cropped_images_79\cropped_0.jpg
808.3,100,"[(184, 1168), (241, 1170), (241, 1185), (184, 1183)]","{'Width': 57, 'Height': 17, 'Left': 184, 'Top': 1168}","(-0.035, 1000.0, -0.035, 1000.0)",15.0,57.03507693,horizontal,"(212.5, 1176.5)","(0, 0)",184,1168,0,cropped_images_79\cropped_1.jpg
BUC,100,"[(184, 1193), (218, 1194), (217, 1208), (184, 1207)]","{'Width': 34, 'Height': 15, 'Left': 184, 'Top': 1193}","(-0.029, 14.0, -0.03, 1000.0)",14.01783442,33.51492537,horizontal,"(200.75, 1200.5)","(0, 0)",184,1193,0,cropped_images_79\cropped_2.jpg
A,100,"[(220, 347), (220, 383), (186, 383), (186, 347)]","{'Width': 34, 'Height': 36, 'Left': 186, 'Top': 347}","(1000.0, 0.0, 1000.0, -0.0)",34.0,36.0,vertical,"(203.0, 365.0)","(0, 0)",186,347,1,cropped_images_79\cropped_3.jpg
Writer's,100,"[(220, 397), (222, 557), (188, 557), (186, 397)]","{'Width': 36, 'Height': 160, 'Left': 186, 'Top': 397}","(-80.0, 0.0, -80.0, -0.0)",34.0,160.0124995,vertical,"(204.0, 477.0)","(0, 0)",186,397,1,cropped_images_79\cropped_4.jpg
Guide,100,"[(223, 571), (225, 685), (190, 685), (188, 571)]","{'Width': 37, 'Height': 114, 'Left': 188, 'Top': 571}","(-57.0, 0.0, -57.0, -0.0)",35.0,114.0175425,vertical,"(206.5, 628.0)","(0, 0)",188,571,1,cropped_images_79\cropped_5.jpg
To,100,"[(224, 696), (224, 730), (190, 730), (190, 696)]","{'Width': 34, 'Height': 34, 'Left': 190, 'Top': 696}","(1000.0, 0.0, 1000.0, -0.0)",34.0,34.0,vertical,"(207.0, 713.0)","(0, 0)",190,696,1,cropped_images_79\cropped_6.jpg
ACTIVE,100,"[(225, 744), (227, 924), (192, 924), (190, 744)]","{'Width': 37, 'Height': 180, 'Left': 190, 'Top': 744}","(-90.0, 0.0, -90.0, -0.0)",35.0,180.0111108,vertical,"(208.5, 834.0)","(0, 0)",190,744,1,cropped_images_79\cropped_7.jpg
SETTING,100,"[(228, 936), (231, 1130), (196, 1130), (193, 936)]","{'Width': 38, 'Height': 194, 'Left': 193, 'Top': 936}","(-64.667, 0.0, -64.667, -0.0)",35.0,194.0231945,vertical,"(212.0, 1033.0)","(0, 0)",193,936,1,cropped_images_79\cropped_8.jpg
808.3,100,"[(262, 1177), (322, 1178), (322, 1191), (262, 1190)]","{'Width': 60, 'Height': 14, 'Left': 262, 'Top': 1177}","(-0.017, 1000.0, -0.017, 1000.0)",13.0,60.00833275,horizontal,"(292.0, 1184.0)","(0, 0)",262,1177,0,cropped_images_79\cropped_9.jpg
CRA,100,"[(262, 1201), (298, 1202), (298, 1215), (262, 1214)]","{'Width': 36, 'Height': 14, 'Left': 262, 'Top': 1201}","(-0.028, 1000.0, -0.028, 1000.0)",13.0,36.01388621,horizontal,"(280.0, 1208.0)","(0, 0)",262,1201,0,cropped_images_79\cropped_10.jpg
